source,raw_institute,user_identifier,stand_institute,Unnamed: 0.1,Unnamed: 0,country_alpha2,country_alpha3,country_official_name,country_url,flemish,group,qh,MarineInfo_ID,ROR_ID,local_ID
1-marinespecies.org_users_2023-11-07,Natural History Museum (NHM),1-marinespecies.org_users_2023-11-07_f0dc81fd-2cad-41e0-b2ff-01fa846fac4e,NHM (Natural History Museum),2065.0,2065.0,GB,GBR,the United Kingdom of Great Britain and Northern Ireland,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AGB,,Museum,Science,https://marineinfo.org/id/institute/4421,https://ror.org/039zvsn29,aa42c957-e302-4c80-b39f-54364ab1f323
1-marinespecies.org_users_2023-11-07,,1-marinespecies.org_users_2023-11-07_351514ad-64ad-4b8b-82c4-559d9dbc11f6,,,,,,,,,,,,,
1-marinespecies.org_users_2023-11-07,"Department of Marine Sciences, University of the Aegean",1-marinespecies.org_users_2023-11-07_f398ed8a-26c1-477e-952a-c21dd0510607,University of the Aegean - Department of Marine Sciences,1004.0,1004.0,GR,GRC,Hellenic Republic,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AGR,,University,Science,https://marineinfo.org/id/institute/3204,-,d0514c22-dcd6-4455-b734-6db6effab00a
1-marinespecies.org_users_2023-11-07,University of Sheffield,1-marinespecies.org_users_2023-11-07_98f29890-9b82-4537-a4d6-b10782ba7aef,University of Sheffield,2142.0,2142.0,GB,GBR,the United Kingdom of Great Britain and Northern Ireland,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AGB,,University,Science,-,https://ror.org/05krs5044,0553f3a9-f1b0-4bf7-87d2-517fdbcb4fe8
1-marinespecies.org_users_2023-11-07,Smithsonian Institution,1-marinespecies.org_users_2023-11-07_cdb93973-5634-40f1-aff7-e42b9c695fc6,Smithsonian Institution,2343.0,2343.0,US,USA,the United States of America,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AUS,,Research institute,Science,https://marineinfo.org/id/institute/1933,https://ror.org/01pp8nd67,c90e7f03-53d4-4836-ac2f-268f1992ba59
1-marinespecies.org_users_2023-11-07,,1-marinespecies.org_users_2023-11-07_8dda7ea3-2867-4623-a85d-5ca2ba058098,,,,,,,,,,,,,
1-marinespecies.org_users_2023-11-07,"Maurice Lamontagne Institute, Fisheries and Oceans",1-marinespecies.org_users_2023-11-07_d7e3d7c2-6ff8-4859-9700-62e5dab1b687,Government of Canada - Fisheries and Oceans Canada - Maurice Lamontagne Institute,368.0,368.0,CA,CAN,Canada,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ACA,,Research institute,Science,https://marineinfo.org/id/institute/11268,-,1641025c-1b2c-483e-abd8-05a7169ab7d5
1-marinespecies.org_users_2023-11-07,Natura Esperire/Experience Annalisa Tassini,1-marinespecies.org_users_2023-11-07_454531d7-07e3-49da-aa11-91fd2029d61c,Natura Esperire/Experience Annalisa Tassini,1184.0,1184.0,IT,ITA,Italian Republic,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AIT,,Other,Civil society,-,-,3652649d-1062-426d-a280-aa65fced16af
1-marinespecies.org_users_2023-11-07,"Marine Research Lab, Zoological Institute RAS",1-marinespecies.org_users_2023-11-07_be6d1664-067d-4e4e-97a1-9322692b629f,"Russian Academy of Sciences (RAS) - Zoological Institute, Marine Research Lab",1649.0,1649.0,RU,RUS,the Russian Federation,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ARU,,Research institute,Science,https://marineinfo.org/id/institute/6362,-,484648cf-325c-4080-949e-1036defa0239
1-marinespecies.org_users_2023-11-07,Southeast Missouri State University,1-marinespecies.org_users_2023-11-07_720eedc9-05a1-4fd1-b16a-dfbcaf08a43f,Southeast Missouri State University,2352.0,2352.0,US,USA,the United States of America,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AUS,,University,Science,-,https://ror.org/010n41y16,aa2730e9-49c9-42fd-91d6-b5e5258fe6c3
